School Name,Suburb,State,Postcode,Type,Sector,ACARA ID
St Mary's School,Dandenong,VIC,3175,Primary,Non-Gov,45766
St Mary's School,Yarram,VIC,3971,Primary,Non-Gov,45783
St Mary's School,Hamilton,VIC,3300,Primary,Non-Gov,45750
St Mary's School,Myrtleford,VIC,3737,Primary,Non-Gov,45803
St Mary's School,Altona,VIC,3018,Primary,Non-Gov,45819
St Mary's School,Hampton,VIC,3188,Primary,Non-Gov,45812
St Mary's School,Cohuna,VIC,3568,Primary,Non-Gov,45814
St Mary's School,Malvern East,VIC,3145,Primary,Non-Gov,45778
St Mary's School,Swan Hill,VIC,3585,Primary,Non-Gov,45787
St Mary's School,Hastings,VIC,3915,Primary,Non-Gov,45788
St Mary's School,Thornbury,VIC,3071,Primary,Non-Gov,45791
St Mary's School,Whittlesea,VIC,3757,Primary,Non-Gov,46068
St Mary's School,Merredin,WA,6415,Primary,Non-Gov,48919
St Mary's School,Northampton,WA,6535,Primary,Non-Gov,48932
St Mary's School,Donnybrook,WA,6239,Primary,Non-Gov,48890
St Marys Senior High School,St Marys,NSW,2760,Secondary,Gov,40438
St Marys South Public School,St Marys,NSW,2760,Primary,Gov,41715
St Mary's Star of the Sea Catholic Primary School,Milton,NSW,2538,Primary,Non-Gov,43344
St Mary's Star of the Sea Catholic Primary School,Hurstville,NSW,2220,Primary,Non-Gov,43414
St Mary's War Memorial School,West Wyalong,NSW,2671,Primary,Non-Gov,43148
St Matthews Catholic School Mudgee,Mudgee,NSW,2850,Combined,Non-Gov,43551
St Matthews Catholic School - Secondary Campus,Mudgee,NSW,2850,Secondary,Non-Gov,52997
St Matthew's Primary School,Windsor,NSW,2756,Primary,Non-Gov,43202
St Matthew's Primary School,Page,ACT,2614,Primary,Non-Gov,49975
St Matthew's School,Narrogin,WA,6312,Primary,Non-Gov,48928
St Matthew's School,Fawkner,VIC,3060,Primary,Non-Gov,45948
St Matthew's School,Cornubia,QLD,4130,Primary,Non-Gov,47738
St Mel's Catholic Primary School,Campsie,NSW,2194,Primary,Non-Gov,43382
St Mel's School,Shepparton,VIC,3630,Primary,Non-Gov,45919
St Michael and John's Primary School,Horsham,VIC,3400,Primary,Non-Gov,45709
St Michael's Catholic Primary School,Brunswick,WA,6224,Primary,Non-Gov,48876
St Michael's Catholic Primary School,Daceyville,NSW,2032,Primary,Non-Gov,43393
St Michael's Catholic Primary School,Lane Cove,NSW,2066,Primary,Non-Gov,43419
St Michael's Catholic Primary School,Meadowbank,NSW,2114,Primary,Non-Gov,43432
St Michael's Catholic Primary School,Stanmore,NSW,2048,Primary,Non-Gov,43459
St Michael's Catholic Primary School,Mittagong,NSW,2575,Primary,Non-Gov,43345
St Michael's Catholic Primary School,Nowra,NSW,2541,Primary,Non-Gov,43348
St Michael's Catholic Primary School,Belfield,NSW,2191,Primary,Non-Gov,43369
St Michael's Catholic Primary School,Thirroul,NSW,2515,Primary,Non-Gov,43354
St Michael's Catholic Primary School,Manilla,NSW,2346,Primary,Non-Gov,43635
St Michael's Catholic Primary School Dunedoo,Dunedoo,NSW,2844,Primary,Non-Gov,43564
St Michael's Catholic School,Palm Island,QLD,4816,Primary,Non-Gov,47831
St Michael's College,Merrimac,QLD,4226,Secondary,Non-Gov,47887
St Michael's College,Caboolture,QLD,4510,Primary,Non-Gov,48049
St Michael's College - Secondary Campus,Henley Beach,SA,5022,Combined,Non-Gov,49720
St Michael's College - Primary Campus,Beverley,SA,5009,Combined,Non-Gov,40893
St Michael's Collegiate School,Hobart,TAS,7000,Combined,Non-Gov,40035
St Michael's Collegiate School - Junior School Campus,Hobart,TAS,7004,Primary,Non-Gov,52301
St Michael's Collegiate School - Middle School Campus,Hobart,TAS,7000,Combined,Non-Gov,52289
St Michael's Collegiate School - Sports Campus,Tolmans Hill,TAS,7007,Combined,Non-Gov,52300
St Michael's Grammar School,St Kilda,VIC,3182,Combined,Non-Gov,46163
"St Michael's Lutheran School, Hahndorf Inc",Hahndorf,SA,5245,Primary,Non-Gov,49866
St Michael's Parish School,Deniliquin,NSW,2710,Primary,Non-Gov,43587
St Michael's Primary School,Coolamon,NSW,2701,Primary,Non-Gov,43603
St Michael's Primary School,Nelson Bay,NSW,2315,Primary,Non-Gov,43287
St Michael's Primary School,Baulkham Hills,NSW,2153,Primary,Non-Gov,43155
St Michael's Primary School,Blacktown South,NSW,2148,Primary,Non-Gov,43159
St Michael's Primary School,Kaleen,ACT,2617,Primary,Non-Gov,49976
St Michael's Primary School,North Melbourne,VIC,3051,Primary,Non-Gov,45642
St Michael's School,Traralgon,VIC,3844,Primary,Non-Gov,45658
St Michael's School,Tallangatta,VIC,3700,Primary,Non-Gov,45929
St Michael's School,Berwick,VIC,3806,Primary,Non-Gov,45957
St Michael's School,Daylesford,VIC,3460,Primary,Non-Gov,45749
St Michael's School,Heyfield,VIC,3858,Primary,Non-Gov,45889
St Michael's School,Ashburton,VIC,3147,Primary,Non-Gov,45866
St Michael's School,Gordonvale,QLD,4865,Primary,Non-Gov,47843
St Michael's School,Bassendean,WA,6054,Primary,Non-Gov,48866
St Monica's College,Cairns,QLD,4870,Secondary,Non-Gov,47920
St Monica's College - Davisson Street,Epping,VIC,3076,Secondary,Non-Gov,40615
St Monica's College - Dalton Road Campus,Epping,VIC,3076,Secondary,Non-Gov,45983
St Monica's College - St Stephen�s/Gaudete Campus,Reservoir,VIC,3073,Secondary,Non-Gov,53452
St Monica's Parish School,Walkerville,SA,5081,Primary,Non-Gov,49774
St Monica's Primary School,Evatt,ACT,2617,Primary,Non-Gov,49977
St Monica's Primary School,Moonee Ponds,VIC,3039,Primary,Non-Gov,45724
St Monica's Primary School,North Parramatta,NSW,2151,Primary,Non-Gov,43185
St Monica's Primary School,Richmond,NSW,2753,Primary,Non-Gov,43192
St Monica's School,Footscray,VIC,3011,Primary,Non-Gov,45707
St Monica's School,Kangaroo Flat,VIC,3555,Primary,Non-Gov,45669
St Monica's School,Wodonga,VIC,3690,Primary,Non-Gov,46011
St Monica's School,Oakey,QLD,4401,Primary,Non-Gov,47782
St Munchin's Catholic School,Gosnells,WA,6110,Primary,Non-Gov,48897
St Narsai Assyrian Christian College,Horsley Park,NSW,2175,Combined,Non-Gov,43807
St Nicholas of Myra Primary School,Penrith,NSW,2750,Primary,Non-Gov,43188
St Nicholas' Primary School,Tamworth,NSW,2340,Primary,Non-Gov,43640
St Norbert College,Queens Park,WA,6107,Secondary,Non-Gov,48942
St Oliver Plunkett School,Cannon Hill,QLD,4170,Primary,Non-Gov,47670
St Oliver Plunkett's School,Pascoe Vale,VIC,3044,Primary,Non-Gov,45861
St Oliver's Primary School,Harris Park,NSW,2150,Primary,Non-Gov,43174
St Patrick's Catholic Primary School,Mortlake,NSW,2137,Primary,Non-Gov,52395
St Patrick's Catholic Primary School,East Gosford,NSW,2250,Primary,Non-Gov,43241
St Patrick's Catholic Primary School,Asquith,NSW,2077,Primary,Non-Gov,43230
St Patrick's Catholic Primary School,Port Kembla,NSW,2505,Primary,Non-Gov,43350
St Patrick's Catholic Primary School,Summer Hill,NSW,2130,Primary,Non-Gov,43462
St Patrick's Catholic Primary School,Sutherland,NSW,2232,Primary,Non-Gov,43463
St Patrick's Catholic Primary School,Kogarah,NSW,2217,Primary,Non-Gov,43417
St Patrick's Catholic Primary School,Emerald,QLD,4720,Primary,Non-Gov,47810
St Patrick's Catholic Primary School,Bundaberg West,QLD,4670,Primary,Non-Gov,47811
St Patrick's Catholic Primary School Lithgow,Lithgow,NSW,2790,Primary,Non-Gov,43568
St Patrick's Catholic School,Latrobe,TAS,7307,Primary,Non-Gov,40023
St Patrick's Catholic School,Winton,QLD,4735,Primary,Non-Gov,47829
St Patrick's College,Shorncliffe,QLD,4017,Combined,Non-Gov,47857
St Patrick's College,Ballarat,VIC,3350,Secondary,Non-Gov,45634
St Patrick's College,Gympie,QLD,4570,Secondary,Non-Gov,47893
St Patrick's College,Prospect Vale,TAS,7250,Secondary,Non-Gov,40251
St Patrick�s College - Croagh Patrick Centre,Prospect,TAS,7250,Secondary,Non-Gov,52292
St Patrick's College,Mackay,QLD,4740,Secondary,Non-Gov,40684
St Patrick's College - Mercy Campus,South Mackay,QLD,4740,Secondary,Non-Gov,47903
St Patrick's College Campbelltown,Campbelltown,NSW,2560,Secondary,Non-Gov,43659
St Patrick's College Sutherland,Sutherland,NSW,2232,Secondary,Non-Gov,43493
St Patrick's College Townsville,Townsville,QLD,4810,Secondary,Non-Gov,47913
"St Patrick's College, Strathfield",Strathfield,NSW,2135,Combined,Non-Gov,43662
St Patrick's Marist College,Dundas,NSW,2117,Secondary,Non-Gov,43229
St Patrick's Parish School,Cooma,NSW,2630,Combined,Non-Gov,43134
"St Patrick's Parish School, Primary Campus",Cooma,NSW,2630,Primary,Non-Gov,51467
St Patrick's Parish School,Albury,NSW,2640,Primary,Non-Gov,43598
St Patrick's Parish School,Trundle,NSW,2875,Primary,Non-Gov,43596
St Patrick's Parish School,Brewarrina,NSW,2839,Primary,Non-Gov,43583
St Patrick's Primary School,Macksville,NSW,2447,Primary,Non-Gov,43523
St Patrick's Primary School,Griffith,NSW,2680,Primary,Non-Gov,43608
St Patrick's Primary School,Holbrook,NSW,2644,Primary,Non-Gov,43609
St Patrick's Primary School,Walcha,NSW,2354,Primary,Non-Gov,43645
St Patrick's Primary School,Bega,NSW,2550,Primary,Non-Gov,43130
St Patrick's Primary School,Gundagai,NSW,2722,Primary,Non-Gov,43141
St Patrick's Primary School,Guildford,NSW,2161,Primary,Non-Gov,43173
St Patrick's Primary School,Parramatta,NSW,2150,Primary,Non-Gov,43187
St Patrick's Primary School,Blacktown,NSW,2148,Primary,Non-Gov,43158
St Patrick's Primary School,Cessnock,NSW,2325,Primary,Non-Gov,43289
St Patrick's Primary School,Swansea,NSW,2281,Primary,Non-Gov,43300
St Patrick's Primary School,Lochinvar,NSW,2321,Primary,Non-Gov,43309
St Patrick's Primary School,Wallsend,NSW,2287,Primary,Non-Gov,43315
St Patrick's Primary School,Fremantle,WA,6160,Primary,Non-Gov,48893
St Patrick's Primary School - Maristella Campus,Fremantle,WA,6160,Primary,Non-Gov,52275
St Patrick's Primary School,Kilmore,VIC,3764,Primary,Non-Gov,45663
St Patrick's Primary School,Mitchell,QLD,4465,Primary,Non-Gov,47786
St Patrick's Primary School,Gympie,QLD,4570,Primary,Non-Gov,47757
St Patrick's Primary School,Nanango,QLD,4615,Primary,Non-Gov,47758
St Patrick's School,Allora,QLD,4362,Primary,Non-Gov,47784
St Patrick's School,St George,QLD,4487,Primary,Non-Gov,47785
St Patrick's School,Gordon,VIC,3345,Primary,Non-Gov,45665
St Patrick's School,Ballarat,VIC,3350,Primary,Non-Gov,45635
St Patrick's School,Wangaratta,VIC,3677,Primary,Non-Gov,45643
St Patrick's School,Lilydale,VIC,3140,Primary,Non-Gov,45725
St Patrick's School,Geelong West,VIC,3218,Primary,Non-Gov,45723
St Patrick's School,Port Fairy,VIC,3284,Primary,Non-Gov,45733
St Patrick's School,St Arnaud,VIC,3478,Primary,Non-Gov,45673
St Patrick's School,Pakenham,VIC,3810,Primary,Non-Gov,45694
St Patrick's School,Koroit,VIC,3282,Primary,Non-Gov,45703
St Patrick's School,Murrumbeena,VIC,3163,Primary,Non-Gov,45830
St Patrick's School,Stratford,VIC,3862,Primary,Non-Gov,45828
St Patrick's School,Nhill,VIC,3418,Primary,Non-Gov,45871
St Patrick's School,Camperdown,VIC,3260,Primary,Non-Gov,45747
St Patrick's School,Stawell,VIC,3380,Primary,Non-Gov,45754
St Patrick's School,Mentone,VIC,3194,Primary,Non-Gov,45755
St Patrick's School,Tongala,VIC,3621,Primary,Non-Gov,45938
